KJ939999.1_16,"KJ939999.1_16 'Allium cepa' phytoplasma isolate TM1311_C05_O2lfMBgroEL-3 chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940004.1_17,"KJ940004.1_17 'Catharanthus roseus' phytoplasma isolate TM1741_G06_periwinkle chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940006.1_18,"KJ940006.1_18 Candidatus Phytoplasma solani isolate BP0093_C03_Phyto5-1 chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940009.1_19,"KJ940009.1_19 'Ligustrum sinense' phytoplasma isolate TM1756_A02_privet-3 chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940011.1_20,"KJ940011.1_20 'Brassica napobrassica' phytoplasma isolate TM1741_G02_rutabega chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940012.1_21,"KJ940012.1_21 'Brassica napobrassica' phytoplasma isolate TM1311_B09_rutagroEL-1 chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940013.1_22,"KJ940013.1_22 'Linum usitatissimum' phytoplasma isolate TM1454_F09_SF-1_F-80 chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940014.1_23,"KJ940014.1_23 'Linum usitatissimum' phytoplasma isolate SF-2_UT chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940015.1_24,"KJ940015.1_24 'Linum usitatissimum' phytoplasma isolate BP0163_C01_SF-3_2 chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940016.1_25,"KJ940016.1_25 'Linum usitatissimum' phytoplasma isolate SF-4_UT chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940017.1_26,"KJ940017.1_26 'Thlaspi arvense' phytoplasma isolate TM1760_E11_SWR1-H280P chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
KJ940018.1_27,"KJ940018.1_27 'Thlaspi arvense' phytoplasma isolate TM1760_F01_SWR2-H280P chaperonin-60 (cpn60) gene, partial cds length=552 (+ strand)",reference
IV-IA,IV-IA bxxxxx KY779619.1 KY779619.1_1 Cocos nucifera phytoplasma GroEL gene complete cds IV-IE F=0.86 (Cocos nucifera phytoplasma),reference
I-IA,I-IA b27096 KJ939998 Candidatus Phytoplasma asteris Allium cepa phytoplasma (O2L),reference
I-IIA,I-IIA b27104 AB599694 Candidatus Phytoplasma asteris Grey dogwood stunt phytoplasma (GD),reference
I-IB,I-IB b27105 KJ940013 Candidatus Phytoplasma asteris Linum usitatissimum phytoplasma (SF1),reference
I-IIB,I-IIB b27133 AB599689 Candidatus Phytoplasma asteris Aster yellows phytoplasma (AY-J),reference
I-IIIB,I-IIIB b27135 KT444673 Candidatus Phytoplasma asteris Maize bushy stunt phytoplasma (MBS-Ver),reference
I-IVB,I-IVB b27138 KT444672 Candidatus Phytoplasma asteris Maize bushy stunt phytoplasma (MBS-Pueb),reference
I-VB,I-VB b27139 AB242234 Candidatus Phytoplasma asteris Iceland poppy yellows phytoplasma (IPY),reference
I-IC,I-IC b27144 KJ939994 Candidatus Phytoplasma asteris Aster yellows phytoplasma (AY-Col),reference
I-I(E/AI)AI,I-I(E/AI)AI b27454 MH279496 Candidatus Phytoplasma asteris Blueberry stunt phytoplasma (BbSP),reference
I-IF,I-IF b27145 KJ939995 Candidatus Phytoplasma asteris Aster yellows phytoplasma (CVB),reference
I-IP,I-IP b27151 AB599710 Candidatus Phytoplasma asteris Populus decline phytoplasma (PopD),reference
II-IA,II-IA b27152 NZ_AMWZ00000000 Candidatus Phytoplasma sp. Peanut witches-broom phytoplasma NTU2011 (PnWB),reference
II-IC,II-IC b31187 MH279495 Candidatus Phytoplasma aurantifolia (R018),reference
V-IC,V-IC b27155 KJ939990 Candidatus Phytoplasma sp. rubi Rubus stunt phytoplasma (RS),reference
VII-IA,VII-IA b27156 KJ939978 Candidatus Phytoplasma fraxini Ash yellows phytoplasma (AshY),reference
IX-IB,IX-IB b27157 KND62606 Candidatus Phytoplasma phoenicium Almond witches-broom (SA213),reference
IX-IA,IX-IA b27158 KJ939989 Candidatus Phytoplasma phoenicium Brazilian Huanglongbing phytoplasma (Cr),reference
IX-IJ,IX-IJ b31188 KY986918 Candidatus Phytoplasma phoenicium (ChicBS),reference
X-IA,X-IA b27159 KJ939977 Candidatus Phytoplasma mali Apple proliferation phytoplasma (AP),reference
X-IC,X-IC b27165 KJ940010 Candidatus Phytoplasma pyri Peach yellow leaf roll phytoplasma (PYLR),reference
X-IF,X-IF b27166 KJ940007 Candidatus Phytoplasma prunorum European stone fruit yellows phytoplasma (ESFY),reference
XI-ID,XI-ID b31184 MH279493 Candidatus Phytoplasma oryzae (SCWL),reference
XII-IA,XII-IA b27168 KJ939979 Candidatus Phytoplasma solani Bois noir phytoplasma (BN44948),reference
XII-I(B/C)B,XII-I(B/C)B b26419 NC_021236 Candidatus Phytoplasma australiense Strawberry lethal yellows phytoplasma (NZSb11),reference
XIII-(A/I)I,XIII-(A/I)I b27178 KT444662 Candidatus Phytoplasma sp. Mexican periwinkle virescence (MPV-S83),reference
XIV-IA,XIV-IA b27180 KF383984 Candidatus Phytoplasma cynodontis Bermuda white leaf phytoplasma (AL85/11),reference
XIV-IC,XIV-IC b27183 KF383985 Candidatus Phytoplasma cynodontis Bermuda white leaf phytoplasma (RS59/11),reference
XV-IB,XV-IB b31186 MH279494 Candidatus Phytoplasma brasiliense (PeruPBT),reference
IV-IC,IV-IC b32834 MH922781 Candidatus Phytoplasma cocostanzaniae (TagTall),reference
IV-IE,IV-IE b32836 MH922783 Candidatus Phytoplasma palmae (Palm-A-DR),reference
b30065,b30065 LXYB01000004 Acholeplasma laidlawii PG8R10,reference
